survey_date,target_year,expected_usd_per_eur,KEY,TITLE_COMPL,spot_usd_per_eur,expected_eur_per_usd,spot_eur_per_usd,expected_log_change_eur_per_usd,horizon_years_approx
2019-03-31,2020,1.196009545,SPF.Q.U2.ASSU.USD.2020.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2020 - Quarterly survey,1.1228,0.8361137283,0.8906305664,-0.063165071,1
2019-03-31,2021,1.210577404,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.1228,0.8260520941,0.8906305664,-0.07527187404,2
2019-06-30,2020,1.176471673,SPF.Q.U2.ASSU.USD.2020.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2020 - Quarterly survey,1.1374,0.8499992165,0.8791981713,-0.03377489541,1
2019-06-30,2021,1.194483496,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.1374,0.837181931,0.8791981713,-0.04896891543,2
2019-09-30,2020,1.159930278,SPF.Q.U2.ASSU.USD.2020.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2020 - Quarterly survey,1.0905,0.8621207832,0.9170105456,-0.06172359177,1
2019-09-30,2021,1.181967679,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.0905,0.8460468231,0.9170105456,-0.08054426774,2
2019-12-31,2020,1.125302878,SPF.Q.U2.ASSU.USD.2020.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2020 - Quarterly survey,1.1227,0.8886496423,0.8907098958,-0.002315725862,1
2019-12-31,2021,1.154055036,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.1227,0.8665098015,0.8907098958,-0.02754535978,2
2020-03-31,2021,1.143075416,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.1016,0.8748329165,0.9077705156,-0.03695869502,1
2020-03-31,2022,1.158637713,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1016,0.8630825573,0.9077705156,-0.05048126094,2
2020-06-30,2021,1.123148555,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.1237,0.8903541701,0.8899172377,0.0004908604299,1
2020-06-30,2022,1.130809549,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1237,0.8843222108,0.8899172377,-0.006306978918,2
2020-09-30,2021,1.144571695,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.1723,0.8736892624,0.85302397,0.02393712952,1
2020-09-30,2022,1.151927503,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1723,0.8681101872,0.85302397,0.01753100252,2
2020-12-31,2021,1.186774634,SPF.Q.U2.ASSU.USD.2021.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2021 - Quarterly survey,1.223,0.8426199644,0.8176614881,0.03006762082,1
2020-12-31,2022,1.195742051,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.223,0.8363007715,0.8176614881,0.02253990062,2
2021-03-31,2022,1.2317689,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1743,0.8118405976,0.8515711488,-0.04777904111,1
2021-03-31,2023,1.233343944,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.1743,0.8108038351,0.8515711488,-0.04905690898,2
2021-06-30,2022,1.199023288,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1848,0.834012158,0.8440243079,-0.01193331479,1
2021-06-30,2023,1.204964278,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.1848,0.829900121,0.8440243079,-0.01687593757,2
2021-09-30,2022,1.204741194,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1577,0.8300537952,0.863781636,-0.0398294886,1
2021-09-30,2023,1.217337771,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.1577,0.8214646945,0.863781636,-0.05023104102,2
2021-12-31,2022,1.183815366,SPF.Q.U2.ASSU.USD.2022.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2022 - Quarterly survey,1.1318,0.8447263221,0.8835483301,-0.04493329757,1
2021-12-31,2023,1.193202051,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.1318,0.8380810265,0.8835483301,-0.05283120707,2
2022-03-31,2023,1.151946587,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.1093,0.8680958054,0.9014693951,-0.03772400971,1
2022-03-31,2024,1.174621197,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.1093,0.8513382893,0.9014693951,-0.05721652394,2
2022-06-30,2023,1.128095523,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.0469,0.8864497549,0.9552010698,-0.0746974168,1
2022-06-30,2024,1.152442442,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.0469,0.8677222946,0.9552010698,-0.09605013629,2
2022-09-30,2023,1.08878935,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,0.9783,0.9184513052,1.022181335,-0.1070052988,1
2022-09-30,2024,1.116194089,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,0.9783,0.8959015372,1.022181335,-0.1318636711,2
2022-12-31,2023,1.020426262,SPF.Q.U2.ASSU.USD.2023.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2023 - Quarterly survey,1.0698,0.9799826181,0.9347541597,0.04725127102,1
2022-12-31,2024,1.048083514,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.0698,0.9541224407,0.9347541597,0.02050844392,2
2023-03-31,2024,1.068693986,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.0872,0.9357215565,0.9197939662,0.01716825471,1
2023-03-31,2025,1.080309226,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.0872,0.9256608904,0.9197939662,0.006358263428,2
2023-06-30,2024,1.112040244,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.092,0.8992480315,0.9157509158,-0.01818550813,1
2023-06-30,2025,1.128336971,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.092,0.8862600678,0.9157509158,-0.03273396393,2
2023-09-30,2024,1.110823457,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.0584,0.9002330598,0.9448223734,-0.04834326,1
2023-09-30,2025,1.12216674,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.0584,0.8911331663,0.9448223734,-0.05850307172,2
2023-12-31,2024,1.095027956,SPF.Q.U2.ASSU.USD.2024.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2024 - Quarterly survey,1.1062,0.9132186943,0.9039956608,0.01015082522,1
2023-12-31,2025,1.111163294,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.1062,0.8999577335,0.9039956608,-0.004476760928,2
2024-03-31,2025,1.114978949,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.0791,0.8968779197,0.9266981744,-0.03270816429,1
2024-03-31,2026,1.125042551,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.0791,0.8888552697,0.9266981744,-0.04169349763,2
2024-06-30,2025,1.110740254,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.0711,0.9003004945,0.9336196434,-0.03634053082,1
2024-06-30,2026,1.120895344,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.0711,0.8921439504,0.9336196434,-0.04544162223,2
2024-09-30,2025,1.094974,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.1145,0.9132636939,0.8972633468,0.01767525515,1
2024-09-30,2026,1.104279,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.1145,0.9055682486,0.8972633468,0.009213240525,2
2024-12-31,2025,1.112106442,SPF.Q.U2.ASSU.USD.2025.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2025 - Quarterly survey,1.0351,0.8991945038,0.9660902328,-0.07175787183,1
2024-12-31,2026,1.117920741,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.0351,0.8945177985,0.9660902328,-0.07697243814,2
2025-03-31,2026,1.058363112,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.0796,0.9448553037,0.9262689885,0.01986712116,1
2025-03-31,2027,1.07604313,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.0796,0.9293307787,0.9262689885,0.003300057537,2
2025-03-31,2029,1.089992378,SPF.Q.U2.ASSU.USD.2029.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2029 - Quarterly survey,1.0796,0.9174376079,0.9262689885,-0.009580101528,4
2025-06-30,2026,1.089136694,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.177,0.9181583958,0.849617672,0.07758346949,1
2025-06-30,2027,1.102212484,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.177,0.90726608,0.849617672,0.06564931916,2
2025-06-30,2029,1.120452937,SPF.Q.U2.ASSU.USD.2029.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2029 - Quarterly survey,1.177,0.8924962104,0.849617672,0.04923581695,4
2025-09-30,2026,1.166672999,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.1735,0.8571382046,0.852151683,0.005834628483,1
2025-09-30,2027,1.175072361,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1735,0.8510114212,0.852151683,-0.001338993314,2
2025-09-30,2030,1.185933208,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1735,0.8432178082,0.852151683,-0.01053924538,5
2025-12-31,2026,1.191172567,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.1736,0.8395089237,0.8520790729,-0.01486222491,1
2025-12-31,2027,1.195596166,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1736,0.8364028159,0.8520790729,-0.01856899691,2
2025-12-31,2030,1.202997881,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1736,0.8312566595,0.8520790729,-0.02474072782,5
2026-03-31,2027,1.185731868,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1518,0.8433609884,0.8682062858,-0.02903425777,1
2026-03-31,2028,1.196489446,SPF.Q.U2.ASSU.USD.2028.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2028 - Quarterly survey,1.1518,0.8357783707,0.8682062858,-0.03806587178,2
2026-03-31,2030,1.2009212,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1518,0.8326941021,0.8682062858,-0.04176299255,4
2026-06-30,2027,1.190329226,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1403,0.8401037109,0.8769622029,-0.04293854369,1
2026-06-30,2028,1.203445506,SPF.Q.U2.ASSU.USD.2028.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2028 - Quarterly survey,1.1403,0.8309474713,0.8769622029,-0.05389731189,2
2026-06-30,2030,1.196509603,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1403,0.8357642911,0.8769622029,-0.04811726844,4
